"Candidate_Entity.id","Candidate","Num_of_Records","Total_dollar"
13000467,"BARNHART, SCOTT JAMES",0,0
13001360,"SCIORTINO JR, CARL M",146,344073.73
13001441,"PERRY, JEFFREY DAVIS",1617,1289000.78
13001544,"AFZALI, KATHY",20,29241
13001564,"IMPALLARIA, RICHARD K",17,9697
13001621,"VOHRA, ARVIN",0,0
13002029,"PLOWMAN, DEBRA D",148,51030.51
13002104,"WATERS, MARY D",0,0
13002137,"JACKSON, SHANELLE",0,0
13002149,"KALLGREN, CYNTHIA J",61,17319.14
13002221,"GNADT, LOEL ROBERT",0,0
13002231,"SWITALSKI, MICHAEL",122,52054.11
13002323,"BISHOP, MICHAEL (MIKE)",2858,2713318.86
13002363,"BYRNES, PAMELA G",3223,1401536.93
13002695,"ALLEN, JASON",943,763192.63
13002882,"DEMMER, RANDY",916,862044.55
13002918,"OLSON, DAVE",0,0
13002923,"MADORE, SHELLEY J",141,87617.47
13003031,"TORGERSON, LYNNE",125,60786.63
13003062,"CARLSON, DAVID",20,7000
13003339,"HUNTER, STEVE",0,0
13003397,"HODGES, STEVE",375,271068.89
13003405,"PURGASON, CHUCK",114,87676
13003473,"GIARAMITA, GAIL",23,12780
13003681,"ROSENDALE SR, MATTHEW MARTIN",257,193301.95
13003908,"BLUST, JOHN M",49,50561.68
13003962,"HUDDLESTON, LOU",243,209894.29
13004111,"JORDAN, HAL",96,209028.71
13004121,"KILLIAN, RICHARD (RIC)",102,80879.33
13004152,"GULLESON, PAM",1764,956679.79
13004561,"MANDEL, JOSH",24292,25894039.16
13004695,"SUTTON, BETTY",4226,4341478.95
13004893,"JORDAN, JAMES D",3176,3246145.66
13004934,"GARRISON, JENNIFER D",706,138279.27
13005036,"MURPHY, ROBERT T",0,0
13005138,"EKSTROM, BOB F",0,0
13005182,"MICHAELS, LISA",0,0
13005213,"CALLAHAN, MARK A",26,21261.18
13005237,"MERKLEY, JEFFREY ALAN (JEFF)",20523,9803372.14
13005250,"SMITH, TOOTIE",160,59971
13005362,"BRUUN, LORENTZ SCOTT",1160,1146022.24
13005514,"HOUGHTON, THOMAS D (TOM)",204,153016.61
13005560,"DOYLE, MIKE",2387,2955338.14
13005805,"PERRY, SCOTT",1871,1819154.85
13005915,"ARGALL, DAVID G",450,374721.6
13006042,"LENTZ, BRYAN R",2230,1656687.33
13006066,"BOYLE, BRENDAN F",2039,2311826.22
13006127,"PLATTS, TODD",243,218213.48
13006152,"EVANS, DWIGHT",1730,1516003.68
13006366,"JEFFREY, CHRISTINA",91,67512.1
13006469,"KOCHER, VICTOR",14,666
13006507,"HORNE, JENNY",216,153528.74
13006574,"PATRICK, ANDY",121,101108
13006842,"ANDREWS, PHILLIP",8,15890
13006857,"WEBER, RANDY",2402,2685681.58
13006996,"BURCH, WILLIAM PAUL (BILL)",125,124295.2
13007002,"MARCHANT, KENNY E",2129,2936982.39
13007062,"AGRIS, JOE",0,0
13007264,"HERROD, CHRISTOPHER NILES",23,23061
13007325,"DECARLO, CHRISTOPHER F",0,0
13007565,"CLOUGH, JAY",153,119993.23
13007572,"STOCKWELL, GLEN R",0,0
13007602,"HOLMQUIST, JANEA N",238,195681.2
13007633,"EDWARDS, MARY RUTH",0,0
13007911,"GUILLOT, BURT J (BJ)",18,9111
13008097,"HUNT, MARK ALLEN",195,481000.62
13008111,"POORE, MESHEA L",90,58355.14
13008237,"BRUBAKER, RICHARD PAUL (BRU)",0,0
13008414,"STIGLICH, PETE",63,53944.19
13008423,"LOGUE, DAN",880,750875.85
13008444,"NEVENIC, ANNA",0,0
13008447,"HUFFMAN, JARED W",3762,2999297.68
13008473,"AMADOR, ANTONIO C (TONY)",430,365861.21
13008565,"MURRAY, ROBERT",5,3700
13008566,"DENHAM, JEFFREY",7175,10535783.48
13008587,"VALADAO, DAVID G",6176,6847352.46
13008615,"KNIGHT, STEVE",1915,2118531.26
13008621,"GORELL, JEFF",1632,1377144.14
13008641,"WARNER, RUSS",709,323670.98
13008655,"NESTANDE, BRIAN",1278,1286359.3
13008693,"HERNANDEZ, ROGER",58,115064.23
13008707,"GOMEZ, JIMMY",576,635376.88
13008774,"LOPEZ, BENJAMIN (BEN)",0,0
13008788,"WICKMAN, RENEA",66,30448.9
13008789,"CHABOT, PAUL R",1245,953681.46
13008798,"COOK, PAUL",1783,2329759.1
13008802,"STONE, JEFF",322,360728.32
13008821,"TRAN, VAN",1296,1361241.97
13008846,"WALTERS, MIMI",2117,3496229.61
13008904,"LUCAS, LEE",0,0
13008924,"GREENSTEIN, LINDA R",354,306942
13008942,"LANCE, LEONARD",4630,4921851.67
13008956,"MILLER, JOANNE",0,0
13009059,"HARDY, CRESENT",1647,2313706.74
13009197,"LANCMAN, RORY I",447,628770
13009236,"JEFFRIES, HAKEEM S",4259,3840084.31
13009260,"POWELL IV, ADAM CLAYTON",622,378331.94
13009442,"CORWIN, JANE L",396,3288832.2
13009443,"ROBERTO, LEONARD A",107,136969.75
13009464,"LASEE, FRANK",442,324088.17
13009608,"ROTH JR, ROGER J",315,237186.05
13009642,"LASSA, JULIE M",1403,1270320.81
13009739,"TRAYLOR, CHET D",65,95670
13009785,"CAREY, MARCUS",0,0
13010143,"KIM, DONNA MERCADO",822,716613.82
13010255,"CORTEZ-MASTO, CATHERINE",15096,9056145.68
13010332,"GILL, JOEL L",0,0
13010662,"CRAMER, KEVIN J",3539,4366842.16
13010685,"HATHCOX, VALINDA",3,5741.67
13010700,"NELSON, CHRIS",234,170055.18
13010741,"WILLIAMS, MICHAEL L",854,741601.1
13010761,"JOHNSON, BILL",69,103187
13010776,"MILLER, CANDICE S",2342,2282547.2
13010779,"CARNAHAN, ROBIN",16308,10361444.56
13010806,"BRUNNER, JENNIFER L",1506,1194794.28
13010857,"WRIGHT, SAM",0,0
13010875,"RAVENEL, THOMAS J",0,0
13010914,"STENBERG, DON",1113,1292327.76
13010940,"STOUT, CHRISTOPHER",12,7718.95
13011138,"BOWERS, RUSSELL (RUSTY)",195,155345.3
13011230,"SHAFFER, BRANDON C",2431,907624.35
13011279,"CALIGIURI, SAM S F",1423,1256990.49
13011365,"TERRY, RANDALL",111,141599.63
13011367,"WEBSTER, DANIEL",5177,5287023.82
13011377,"OELRICH, STEVE",260,294012.1
13011403,"BENACQUISTO, LIZBETH",853,1121154.72
13011420,"MEEK, KENDRICK",10956,9114159.8
13011507,"SCOTT, DAVID A",2647,4264556.05
13011594,"PULETASI, SAM",0,0
13011706,"BROWN, HARLEY D",0,0
13011796,"WALLACE, ERIC M",29,22371.25
13011832,"HALVORSON, DEBORAH DEFRANCESCO (DEBBIE)",3038,2787878.26
13011918,"WALTZ, BRENT",88,301178.49
13012120,"RISER, NEIL",883,1088043.16
13012145,"ADDIVINOLA JR, FRANK J",556,121634.8
13012207,"GARAGIOLA, ROB",883,745411.59
13012211,"HOLMES, GREG",23,6627
13012335,"HARDIMAN, BILL",726,209135.57
13012381,"CLARK, TARRYL",10036,5752377.46
13012398,"HOWE, JOHN STERLING",99,132793.09
13012503,"NODLER, GARY",410,336280.18
13012562,"VITOSKY, JASON",0,0
13012640,"FOXX, VIRGINIA",5374,4693366.59
13012644,"SUTHERLAND JR, CHARLES TAYLOR (CHARLIE)",3,5221
13012654,"MILLER, BRAD",1265,926582.82
13012660,"MALONE, CHARLES J",41,18250.38
13012823,"FISCHER, DEBRA S",5503,5455264.92
13012919,"GRIEGO, ERIC G",1924,1104452.03
13012984,"HORSFORD, STEVEN",3516,3667035.88
13012994,"ROBERSON, MICHAEL",892,883185.26
13013017,"MAHER, PATRICIA M",86,16639.48
13013030,"JENNINGS JR, ALLAN W",8,16599
13013355,"SMUCKER, LLOYD K",725,1487465
13013367,"CONNOLLY, MATTHEW D",8,5146
13013371,"MADEIRA, DAVID J",75,56953.63
13013484,"CAPALBO, KENNETH A",0,0
13013585,"WILMOTH, JOE B",0,0
13414516,"SINK-BURRIS, REBECCA",10,10215.03
13476993,"ROBERTS, DANIEL W",53,270316
13477035,"HUGHES, DAN",128,189554
13477879,"MCDONALD, JOHN",184,63633.84
13526068,"KYRIAKIDIS, SAVAS",45,133245.7
13527778,"PETERSEN, ROGER ALLEN",18,43071.3
13553501,"RATHS, GREG",247,270699.73
13565730,"SMINK, CARL R",11,113442.51
13606754,"ENDERLE, LANCE",44,57878.27
13607128,"GRANTHAM, TRAVIS W",185,429656
13607208,"SANDLIN, STEPHANIE M HERSETH",2153,2076336.7
13607871,"COTTON, THOMAS (TOM)",19106,18180910.16
13608164,"LEING, GEORGE M",408,321932.38
13646768,"GARRETT, JANET",260,123995.02
13659502,"HOVDE, ERIC D",423,6305494.31
13690107,"STANDIFORD, DEBRAH (DEBBIE)",0,0
13703380,"MCPHERSON, CRAIG",66,28256.72
13703716,"CALLIS, MICHAEL ANTHONY",0,0
13703892,"JOHNSTON, LISA",35,31738.29
13703912,"SCHUCKMAN, PERRY",28,7896.2
13731689,"COMBE, RYAN",31,10785
13736114,"RYAN, JEREMY JOSEPH",0,0
13736148,"EVERS, BRUCE F",38,9964.16
13736240,"KING, DAVID D",0,0
13738493,"SMITH, BRYAN D",2964,918452.37
13755757,"BYRD, JEFFERSON LEE",334,195561.15
13777585,"BEVIN, MATTHEW G (MATT)",13278,4477464.48
13789726,"STEVENS, CEAN",47,17269.99
13789922,"MURPHY, PATRICK J",4928,4169953.48
13789929,"KLAPPROTH, ED",0,0
13789964,"URQUHART, GLEN TAYLOR",338,1363974.27
13789980,"PERRI, ELIZABETH V",0,0
13790017,"TEIJEIRO, ANNETTE",119,56000.68
13794608,"KEYSER, JONATHAN (JON)",257,483432.85
13796761,"LAWSON, STACEY A",1248,989510.6
13808017,"MORRISON, DAN",0,0
13825609,"PANTANO, ILARIO GREGORY",3768,1690461.67
13833575,"BUSSELL, HUGH",22,15587
13916768,"KILDEE, DALE E",501,612956.58
13981299,"LEVINE, MARK H",122,94344.89
13987533,"SHAKIR, NANCY CLARK",30,5293.72
13994186,"WINGFIELD, ETHAN",206,259403
14000708,"MURPHY, MARK S",1155,981748.96
14000857,"DEMOS, GEORGE G",1372,1962244.14
14010300,"PERKINS, JO RAE",86,13105.61
14015757,"WILLIAMSON, W JOHN",63,21945.58
14043056,"LUJAN GRISHAM, MICHELLE",6254,4366799.73
14048380,"FITZPATRICK, ROGER D",31,26215
14086430,"BARNES, WILLIAM G",18,7822.58
14087235,"ADERHOLT, ROBERT",3490,4466066.84
14098731,"ROSS, MIKE",2153,2370996.78
14103962,"PASTOR, ED",1826,1991152.58
14104217,"MOAK, STEVEN C",372,1351239.21
14121273,"ADLER, DANIEL H",161,414783
14126594,"UNZ, RON",10,68820
14148706,"PETERS, SCOTT H",18919,7624744.27
14159785,"TAYLOR, JEFF EDWARD",54,182252.35
14245664,"COURTNEY, JOE",7535,5827283.97
14252900,"HEALY, TIMOTHY J",22,14569.23
14323227,"BROWNING, DONALD EDWARD",13,48195.83
14355402,"FERRE, MAURICE A",314,243409
14366659,"LLOP, WILLIAM",22,451702.9
14402856,"ANDERSON, DAVID M",141,75235.22
14426887,"BURTON, DAN",1422,909788.73
14427802,"HOSTETTLER, JOHN N",115,93652.01
14436476,"BROWN, ELIZABETH M (LIZ)",512,376080.85
14438898,"HAYHURST, THOMAS E",1385,806755.54
14439675,"PYLE, DENNIS",144,104042.17
14446199,"GRAY II, JAMES P (JIM)",1651,5368363.49
14446256,"HIMES, JIM",10152,10848165.52
14457190,"JONES JR, J MARSHALL",138,451167
14505276,"COOLIDGE, LESLIE ANNE",470,411647.36
14515774,"TROTT, DAVID A (DAVE)",2632,4654134.97
14547691,"EDWARDS, DONNA FERN",8486,5510096.4
14556621,"HOWARD, FRANK D",40,76562.96
14585261,"FISHER, J RON",0,0
14592572,"HOYT, NANCY J",27,20810.97
14605318,"CARDIN, BENJAMIN L (BEN)",6403,7062920.29
14625249,"DURANT III, WILLIAM CLARK",2146,2077089
14628718,"HEACOCK, STEVE",370,393062.47
14639384,"BROAD, JOHN W",160,212461.19
14645202,"SCHERTZING, ERIC",1044,503614.4
14656041,"MCDERMOTT, JOHN V",0,0
14662011,"PESTKA, STEVEN M",562,2072269.69
14671423,"KUMAR, ANIL B",648,998127.72
14707056,"LIEBER JR, ARTHUR H",19,134900.88
14746472,"STOCKER, BARBARA H",29,34539.37
14767797,"TURK, JACOB",1518,903379.87
14767938,"MURPHY, MATTHEW SCOTT (SCOTT)",2780,2101364.34
14770612,"ROSS, HENRY",234,351852.75
14777657,"WATT, MEL",1059,1432964
14802647,"SWETT, KATRINA",960,504330.5
14809322,"GOOCH, DIANE",243,489615.81
14827649,"ANDERSON, PETER O",14,4209.4
14833748,"PATRICK, SUZANNE D",1231,853022.23
14839398,"TURNER, ROBERT L",860,1268048.21
14874030,"MAFFEI, DANIEL B",8922,7954781.03
14874376,"MELE, ANTHONY",72,132835.15
14879028,"BECKER, RICHARD H",477,458497.23
14881965,"IOTT, RICHARD BRADLEY",337,1974136.52
14885217,"JOYCE, DAVID P",4259,5533061.34
14896335,"PRYCE, MICHAEL L",19,29938.16
14901089,"DAILEY, FRED L",95,103321.58
14964187,"COLE, TOM",3994,4973826.3
14971748,"TIAHRT, TODD",3044,3100967.95
14979503,"BEILSTEIN, MICHAEL A",0,0
14979832,"MCTEAGUE, DAVE",71,47631.02
14982233,"GREENFIELD, JAMES",14,15617.49
15002226,"BARLETTA, LOU",5859,5176761
15002842,"ROSEN, WENDY",164,193897.54
15011285,"HERR, LOIS K",889,409688.1
15013323,"CARTWRIGHT, MATTHEW ALTON",3988,3462911.13
15030900,"ZACCARIA, MARK S",199,214977.29
15051249,"DICKERSON, JOYCE",340,48979.64
15084130,"FARENTHOLD, RANDOLPH (BLAKE)",2958,2789761.51
15107372,"BISHOP, ROBERT (ROB)",1666,2198564.72
15115464,"BARNETT, JEFFERY R",1206,605564.15
15115958,"RAHALL II, NICK JOE",4113,5177979.03
15117827,"GOLDEN, KENNETH",103,121370.48
15134863,"WRIGHT, RICHARD",6,4126
15167032,"KIND, RON",17029,8011771.86
15215196,"KEARNEY, HOWARD",6,1195
15239281,"KRIKORIAN, DAVID H",208,169289.56
15240412,"FITZPATRICK, MICHAEL G",8451,7885718.78
15248066,"HART, TOMEKA",89,64373.57
15255708,"MAHN, TODD",20,16425
15257102,"BAILEY, STEVEN G",0,0
15263123,"LLOYD, SARAH",230,188008.84
15279370,"BENNING, DAVID L",93,105232.03
15281683,"TAJ, SYED SABAHUDDIN",907,683545.33
15293093,"PETRI, TOM",1598,1450066.82
15293622,"REIGLE, HANS H",532,219043.57
15303328,"FORIEST, TONY",42,46218.78
15306815,"BUSTOS, CHERI",28026,9020934.98
15314413,"BENNETT, ROBERT F",283,65962
15314420,"MEYERS, LARRY",25,4028
15319294,"MCFADDEN, MICHAEL FREDERICK",6592,7134210.82
15328020,"ROTHFUS, KEITH JAMES",7361,7280338.9
15328839,"ARKOOSH, VALERIE ANN",2340,1300819.68
15355818,"MEAS, SAM",99,122368
15357056,"TOFTE, WILLIAM F (BILL)",38,64994
15373562,"TADDEO-GOLDSTEIN, ANNETTE J",2922,1561271.74
15374439,"ROBERTS, SHANNON",151,57544.81
15383091,"ROBINSON, DAVID D",50,28659.9
15385433,"FUNK, DAVID E (DAVE)",131,102791.25
15385984,"MCCARTHY, JOHN V",0,0
15398731,"LEWIS, MARYANNE",104,80143
15406839,"BENISHEK, DANIEL J",5605,6270992.45
15411742,"FUHRMAN, SCOTT PALMER",149,910916.02
15446501,"MALDONADO, HECTOR",35,15099.92
15456789,"MCCAUL, MICHAEL",5192,5691850.31
15475560,"CHENEY, ELIZABETH LYNNE (LIZ)",1212,2201590.86
15476689,"SCHRATZ, SHELLY D",0,0
15478192,"BARTOSZ, GREG",100,2719.53
15478238,"CARDARELLI, MARCELO GABRIEL",109,202114.68
15481584,"MCANDREW, DANIEL W",14,13410
15488021,"MANN, TRACEY ROBERT",1137,750660.24
15488993,"LYNCH, EDWARD",66,1761.72
15509354,"BARRY, DANIEL B",342,423113
15511535,"COLBERT, JOHN P",510,676469.61
15524591,"RICHARDSON, LAURA",1033,1302794.03
15524599,"SUNDHEIM, GEORGE (DUF)",364,641862.41
15549919,"SAVITT, MARC STEVEN",36,39106.5
15556305,"BAILEY, STEPHEN",225,130686.78
15562169,"BILL, LARRY",32,15629.9
15562528,"YARBER, KYLE A",85,57819.39
15570408,"CHEN, JAY",757,836163.12
15575471,"KAPLAN, ANNA MONAHEMI",479,396393
15609842,"SHEFFIELD, MARIA",74,61202.76
15615902,"WASSA, THOMAS",54,17929
15616046,"HASKELL, KURT RICHARD",58,96563.88
15666100,"YOUNG, GEOFFREY M (GEOFF)",9,51303.4
15666108,"WEEKS II, JAMES",0,0
15666110,"GERRARD, TED",16,2115
15666203,"EDSTROM, WILLIAM",0,0
15666209,"RAMIREZ, EDUARDO",0,0
15666231,"DANZ JR, THEODORE J",64,43939
15666240,"CAVENY, CANDACE RUTH",0,0
15666262,"WEIR, ELIAS J",0,0
15674710,"WILLIAMSON, MARIANNE",2204,1522629.51
15693095,"SULLIVAN, PATRICIA",203,69444.14
15695065,"HIRES, BEVERLY",34,42511
15696586,"BASTIEN, MARLEINE",227,134786.81
15718130,"GALVIN, SCOTT",750,167076.88
15720000,"PARTYKA, PAUL P",229,58146.04
15731589,"HENRY, CHRIS",0,0
15749252,"TOWNSEND, BRYAN",1150,1045306.66
15751903,"CHACHAS, JOHN",627,1181841.97
15759435,"BROWN, JAMES E",23,15091
15759935,"OBSITNIK, STEVE",1409,1491358.23
15783909,"WILSON, THOMAS",104,132413.26
15789026,"SPOTORNO, FRANK J",20,48700
15789320,"WOOD, DAKOTA",165,121055
15810643,"HEWLETT, JUSTIN",119,215253.2
15827193,"SORUM, PAUL J",82,12222
15827198,"HACK, HELMUTH",0,0
15827298,"RUSSELL, JEFFERY",0,0
15827307,"LOVE, JOHN VINCENT",0,0
15842359,"SCHWARTZ, DANIEL MARK (DAN)",114,422998
15842513,"EDWARDS, CHRISTOPHER (CHRIS)",67,90326
15851997,"GAITHER, MARTIN",74,106928
15852183,"SMITH, JEFF",192,30910.88
15852673,"NUNEZ, EVE",32,33611.26
15856347,"MARSELUS, REGGIE",0,0
15881725,"STANDRIDGE, DAVID",30,40298
15914919,"KHOURY, ANTON (TONY)",58,183921.75
15976041,"MARSICANO, MICHAEL P (MIKE)",55,132488.98
15996450,"EDWARDS, CHET",3352,3627838.89
16003832,"RUYLE, EUGENE E",0,0
16008092,"LUMAJ, PJERIN (PETER)",107,227550
16036731,"SMITT, ERIK",23,11877.47
16040814,"SAVARY, SUZANNE",310,209063.94
16050499,"MILLARD, CARL A (ANDY)",557,291835.35
16061924,"SLONE, JIM",102,33002.01
16065392,"CROSSLAND, PETE",62,35527
16066445,"GRAHAM, JIM",104,72907.27
16072342,"AALDERS, TIMOTHY NOEL",7,6665
16072501,"DALEN, JOHN",0,0
16072519,"HAWKS, PAULA",1578,468379.57
16072521,"PARKES III, CHARLES F",0,0
16072644,"ANGELLE, SCOTT A",891,1639577.98
16072649,"PEREZ, JAIME O",0,0
16072651,"EMERY, BENJAMIN (BEN)",12,12222.19
16072652,"LEVINE, DAN",3,1550
16109624,"LUJAN, BEN RAY",5024,5439032.11
16113832,"YOUNG, GEORGE A",0,0
16135427,"PHILLIPS, GEORGE K",955,833136.63
16143911,"JACOBS, MARK M",891,1055662
16149447,"WEAVER, KIM",415,161057.75
16155303,"DANKS BURKE, LESLIE",383,243191.73
16191597,"EGGMAN, MICHAEL R",5828,2873779.09
16208457,"BACALLAO, MARY KAY",8,2742.43
16253105,"RADEL, TREY",814,1099976.53
16253349,"DEFARIA, OZZIE",138,506025.18
16265787,"DABNEY, COREY",28,128794.3
16283365,"INNIS, DANIEL E (DAN)",256,243922.69
16293735,"MORRISON, D C",33,24700
16299809,"SLOUGH, BEVERLY A",0,0
16306876,"DOW-FORD, SHEILA E",107,26693.23
16307740,"MICA, JOHN",5056,5618661.8
16351456,"YOUNG, RANDALL",0,0
16351470,"SELVA, MARIA",0,0
16355646,"FISHER, LEE",6547,6260789.55
16368473,"ROBERTS, PAT",6285,8156156.39
16397652,"LARSEN, DAVID",237,704474.35
16413120,"FILNER, BOB",922,935373.44
16448746,"ISAKSON, JOHNNY",19248,17939364.31
16501211,"MOON, MIKE",49,35408.34
16501228,"STAFNE, SCOTT",0,0
16501268,"GIONIS, XANTHI",0,0
16507018,"ASLANIAN, JOHN",20,163026.26
16512080,"BRITTAIN, ANDREW (PRESTON)",944,629495.6
16534270,"COLLETT, STEVE",26,216167.04
16562595,"BECERRA, XAVIER",4739,7190558.74
16562743,"VISCLOSKY, PETER J",3874,3479562.89
16563796,"CAPPS, LOIS",8218,6607234.58
16565454,"DAVIS, DANIEL K (DANNY)",1326,1753852.41
16565456,"FATTAH, CHAKA",1401,1756109.4
16565470,"LARSON, JOHN B",8030,7825847.62
16566899,"BILBRAY, BRIAN P",3351,3978687.48
16567070,"HINCHEY, MAURICE D",1406,1077689.56
16571277,"CHABOT, STEVEN J",4653,4750975.11
16574296,"KANJORSKI, PAUL E",1419,1857256.43
16577898,"CONNOLLY, GERALD E (GERRY)",11736,8683541.15
16584997,"POE, TED",3150,3467589
16586618,"DESJARLAIS, SCOTT",3265,3493667.22
16588347,"PETERSON, COLLIN C",3457,4779593.12
16614948,"KRSIEAN, MICHAEL (MIKE)",0,0
16623751,"FOSTER, GEORGE WILLIAM (BILL)",19185,13049612.76
16631721,"SALMON, MATT",2153,2163639.88
16636854,"DALE, JOHN",83,54653.6
16637241,"CRONE, JIM",49,12863.48
16685329,"SAWICKI, HARRY T",0,0
16691678,"MULLINS, RAYMOND G",10,5124.95
16691994,"JACOBSEN, KAREN E",15,115450
16699173,"SULLIVAN, BRIAN",0,0
16700084,"TAYLOR, SCOTT W",123,72693.23
16700717,"SHAPIRO, ROBERT",0,0
16700747,"KARCZEWSKI, MARIA",0,0
16710520,"GERSON, DAVID",15,50730.63
16719419,"HAMILTON, EDWARD (IN LIBERTY)",0,0
16725528,"ROTERING, NANCY",1669,1304746.68
16743829,"MCGINTY, KATHLEEN ALANA",22979,14242804.73
16743854,"HOLDEN, TIM",3153,2507091.11
16754287,"TREVINO, JERRY J",46,108997.58
16815082,"BOLAND, RAY",192,158282.84
16818815,"QUIST, ALLEN",156,596634.5
16818819,"LEFLORE, BURTON",16,9945
16876816,"BARNES, BRIAN",622,402879.89
16887902,"STEINBERG, MICHAEL D (MIKE)",2,1885
16888722,"MILLER, AARON",159,182324.3
16889785,"TAGERT, MIKE",448,457725
16948007,"ORSWELL, JACK E",615,493567.34
17046217,"WALKER, BRADLEY MARK",2173,1706590.45
17055692,"JENNERJAHN, PHIL",0,0
17104233,"ZIMMANN, ANGELA",1278,470085.32
17219432,"RODRIGUEZ, CIRO D",1739,2021580.11
17359778,"QUINTANAR, SERAFIN",16,15541
17387319,"GRONOWICZ, ANTHONY",0,0
17388439,"GOODE, GAIL",31,270475
17391438,"SERRANO, JOSE E",793,1025439.61
17407885,"BRYK, WILLIAM",0,0
17409981,"MORGAN, VINCENT SCOTT",42,93545
17607968,"JACKSON SR, EARL WALKER",112,132071.05
17608965,"MARTHONE, JOSEPH R",0,0
17609116,"WEINER, ANTHONY D",1116,1604973.35
17618099,"POWELL, E (WAYNE)",12882,884254.25
17657350,"ROBY, MARTHA",4577,4966006.15
17657351,"SEWELL, TERRI A",5894,6068447.08
17657353,"CRAWFORD, ERIC ALAN (RICK)",4661,4210320.81
17657362,"REED, JAMES EDWARD (JIM)",428,438277.61
17657366,"DENNIS, JOHN",2884,3577771.33
17657371,"MITZELFELT, BRAD",222,227151
17657372,"COX, JOHN R",2,1502
17657373,"GOUNARES, PETER",75,62419.2
17657374,"CHAMBERLAIN, DON",35,30500.33
17657375,"RANKIN, BETH ANNE",1314,971961.97
17657377,"SCHARER, GENE",6,2720
17657378,"PARKER, VERNON B",1608,1694085.59
17657379,"QUAYLE, BEN",4070,4472338.57
17657381,"SHAH, JAY A",19,66527
17657383,"TUBBS, RICK",191,48582.75
17657384,"FITZGERALD, JOHN",6,10750
17657385,"SHIELDS, SUMMER JUSTICE",148,104947.4
17657387,"PETERSON, DAVID",0,0
17657388,"JELINCIC, JUSTIN",12,6911.99
17657389,"PAREJA, CHRISTOPHER J (CHRIS)",53,33763.22
17657392,"HERNANDEZ, JOHN S",101,123419.78
17657394,"GOLDBERG, ALBERT MAXWELL",1,500
17657395,"MILLER, DAVID L",98,88813.01
17657396,"SCHIFF, ADAM B",4145,4586790.18
17657397,"REED, MARK",65,39004.31
17657398,"WORMAN, JENNY",1,210
17657402,"THIBODEAU, CLAYTON",90,69356.77
17657405,"POPADITCH, NICK",722,473722.62
17657406,"LINNELL, TERRI R",0,0
17657411,"BERNIER, JUSTIN",1671,1282557.13
17657412,"PISTONE, JOHN J",0,0
17657416,"SOUTHERLAND II, WILLIAM STEVE",6789,6126394.9
17657418,"CRENSHAW, ANDER",3572,2376286.6
17657419,"NUGENT, RICHARD B (RICH)",1249,1512181.85
17657422,"ROACH, JIM",173,87748.92
17657423,"HORN, JIM",21,268550
17657428,"HARRINGTON, KAREN",2156,2354552.51
17657429,"BLUMENTHAL, STANLEY",26,365592.62
17657431,"MILLER, CRAIG",593,1164289.97
17657432,"RUIZ III, NICHOLAS",49,37815.15
17657434,"WOODALL, WILLIAM ROBERT (ROB)",1581,1980098.69
17657438,"DJOU, CHARLES K",5249,4462561.2
17657439,"DEL CASTILLO, RAFAEL",53,35781.71
17657440,"LANGE, BENJAMIN M (BEN)",1926,1620378.11
17657441,"BATCHER, SCOTT G",0,0
17657443,"HEILESON, MARVIN C (CHICK)",111,131481.08
17657444,"SMITH, FRED",0,0
17657445,"BAILEY, HAROLD L",0,0
17657449,"KINZINGER, ADAM DANIEL",7019,7626157.91
17657450,"KORMOS, THERESA",30,64758.98
17657453,"MANZULLO, DONALD A",2676,2196499.4
17657454,"GAULRAPP, GEORGE WALTER",92,95307
17657455,"SCHILLING, ROBERT TODD (BOBBY)",5272,4971760.65
17657456,"FIRSCHING, MICHAEL",2,1607.31
17657460,"REID, RICHARD (CHARD)",42,21268.73
17657461,"MAY, CARLOS A",134,105803.68
17657462,"BUCSHON, LARRY D",3985,4575943.92
17657463,"RISK, KRISTI",146,52889.47
17657465,"HANKINS, TRAVIS",630,414219.42
17657468,"TILLMAN, ROBERT LEON",11,1870.9
17657469,"WICKER, BROOKS",113,52083.18
17657470,"ROGERS, HAROLD (HAL)",3674,5088184.81
17657474,"BROWN, RACHEL E",72,67005.79
17657477,"WEAVER, THOMAS JM",62,86793.4
17657478,"KEATING, WILLIAM RICHARD",5255,4949114.59
17657479,"MIRABILE JR, FRANK C",55,27033
17657482,"DAVIS, DANNY",0,0
17657487,"WILLIAMS, JULIA",0,0
17657489,"HAULER, JOHN",31,35560
17657494,"BYBERG, LEE",1041,963103.94
17657495,"CRAVAACK, CHIP",3729,3036891.38
17657498,"BRITTON, CANDICE (BRITT)",29,1813.42
17657502,"RIGHTS, TED",17,21887
17657506,"PARKER, BOB",136,79272.83
17657509,"MARCY, BILL",54,60858.88
17657513,"HUTCHINS, GEORGE FRANK",2,0
17657517,"KEADLE, SCOTT",548,772809.95
17657519,"WEST, KENNY",31,7395
17657520,"RANDALL, WILLIAM (BILL)",400,232438.34
17657522,"PARKER, DENNIS L",7,-3700
17657524,"PARENT, RICHARD CHARLES (RICK)",0,0
17657528,"RUNYAN, JON",3115,3551574.19
17657529,"LITTLE, ANNA C",1007,1165722.14
17657531,"BEST, RUSSELL",10,7252
17657533,"ALTSCHULER, RANDY",3125,6670265.93
17657535,"ISRAEL, STEVE J",7016,9241017.53
17657536,"TOLDA, ANTHONY E",2,125
