"Candidate","General_Party","Election_Year","Specific_Party","State","Amount"
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","MD",1700
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","MT",650
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","NV",750
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","NY",22800
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","PA",260
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","UT",2000
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","VA",19000
"CAVASSO, CAMPBELL N (CAM)","Republican",2014,"REPUBLICAN","WA",1250
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","",5330
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","AR",2000
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","AZ",7200
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","CA",26700
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","CO",4800
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","CT",22700
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","DC",16100
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","FL",15350
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","GA",3400
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","IL",36550
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","KS",500
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","KY",-2300
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","MA",2500
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","MD",9300
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","MI",7200
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","MN",27450
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","NC",250
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","NJ",23650
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","NM",4650
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","NV",640253.53
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","NY",276008.44
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","PA",3900
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","TX",20300
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","UT",15500
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","VA",10550
"CHACHAS, JOHN","Republican",2010,"REPUBLICAN","WI",2000
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","",32432
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","AL",1000
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","CA",2000
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","CO",14500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","DC",72250
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","DE",5000
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","FL",3100
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","IN",5500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","MA",1350
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","MD",10475
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","MN",2600
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","MS",224628.83
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","MT",2500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","NC",500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","ND",500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","NM",3500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","NV",250
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","NY",1500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","OH",2500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","PA",500
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","TN",5350
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","TX",1250
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","VA",1100
"CHILDERS, TRAVIS W","Democratic",2014,"DEMOCRATIC","WA",135
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","",11617
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","CA",24100
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","DC",1000
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","FL",2400
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","ID",2400
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","IL",2400
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","IN",1000
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","MN",250
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","NJ",4800
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","NV",69489
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","NY",4800
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","UT",29750
"CHRISTENSEN, CHAD","Republican",2010,"REPUBLICAN","WA",200
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","",305
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","AE",200
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","AK",505
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","AZ",2000
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","FL",2100
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","HI",24816.14
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","IL",100
"CHRISTENSEN, MAKANI","Democratic",2016,"DEMOCRATIC","RI",250
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","",4469
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","AL",335
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","CA",2500
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","GA",5000
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","MA",2500
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","MI",500
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","NJ",1750
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","NY",1701
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","PA",38800
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","TN",2500
"CHRISTIAN, DAVID ALAN","Republican",2012,"REPUBLICAN","TX",1000
"CLARK, COLIA","Third-Party",2010,"GREEN","",1203.23
"CLARK, COLIA","Third-Party",2010,"GREEN","DE",100
"CLARK, COLIA","Third-Party",2010,"GREEN","NY",650
"CLEAVER, CURT","Republican",2012,"REPUBLICAN","",-6.34999999999999
"CLEAVER, CURT","Republican",2012,"REPUBLICAN","GA",100
"CLEAVER, CURT","Republican",2012,"REPUBLICAN","TX",10177
"CLEAVER, CURT","Republican",2012,"REPUBLICAN","WA",100
"CLEAVER, CURT","Republican",2014,"REPUBLICAN","TX",2448.78
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","",24893
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","AR",1000
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","MN",1000
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","NM",68958
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","OK",1000
"CLEMENTS, DAVID KALE","Republican",2014,"REPUBLICAN","SC",800
"CLEMENTS, TOM","Third-Party",2010,"GREEN","",12436.95
"CLEMENTS, TOM","Third-Party",2010,"GREEN","CA",2200
"CLEMENTS, TOM","Third-Party",2010,"GREEN","CT",250
"CLEMENTS, TOM","Third-Party",2010,"GREEN","GA",2850
"CLEMENTS, TOM","Third-Party",2010,"GREEN","NC",2250
"CLEMENTS, TOM","Third-Party",2010,"GREEN","RI",1500
"CLEMENTS, TOM","Third-Party",2010,"GREEN","SC",24829
"CLEMENTS, TOM","Third-Party",2010,"GREEN","WA",1700
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","",95116
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","AZ",4600
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","CO",500
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","DC",5000
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","FL",1000
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","GA",1150
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","HI",250
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","IA",140272.28
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","ID",500
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","IL",2000
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","KS",1440.28
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","LA",1000
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","MD",1000
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","MN",2750
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","MO",1100
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","NC",2600
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","NE",4900
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","NH",1500
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","NM",115
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","NV",250
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","OH",500
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","PA",2250
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","SC",400
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","SD",24575
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","TX",4250
"CLOVIS, SAM","Republican",2014,"REPUBLICAN","VA",14575
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","",1303923
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AA",25
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AE",225
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AK",2380
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AL",4302
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AP",42
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AR",16973
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","AZ",14429
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","CA",421610
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","CO",57512
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","CT",101769
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","DC",599152
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","DE",19250
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","FL",102208
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","GA",30734
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","GU",50
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","HI",3177
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","IA",8857
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","ID",2152
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","IL",90196
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","IN",5250
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","KS",2937
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","KY",4853
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","LA",9283
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MA",3411080
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MD",145390
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","ME",17836
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MI",27102
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MN",20359
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MO",11165
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MP",100
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MS",1905
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","MT",2734
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NC",14335
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","ND",326
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NE",1654
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NH",38726
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NJ",71976
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NM",33863
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NV",4052
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","NY",365470
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","OH",34074
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","OK",7172
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","OR",21227
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","PA",100803
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","PR",250
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","QC",250
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","RI",49470
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","SC",16005
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","SD",1385
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","TN",28580
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","TX",80675
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","UT",8900
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","VA",141690
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","VI",212
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","VT",28705
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","WA",45567
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","WI",12054
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","WV",1605
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","WY",4210
"COAKLEY, MARTHA M","Democratic",2010,"DEMOCRATIC","ZZ",100
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","",258365.02
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","AK",1000
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","AL",13000
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","AR",7200
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","AZ",29700
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","CA",143200
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","CO",37700
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","CT",73764.29
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","DC",490707.93
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","DE",12500
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","FL",129900
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","GA",56318.18
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","IA",5900
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","IL",271525
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","IN",1416521.77
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","KS",6050
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","KY",28690
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","LA",6900
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MA",42702.56
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MD",63285.71
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MI",62575
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MN",39050
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MO",36200
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","MS",12000
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NC",49100
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NE",6500
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NH",10400
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NJ",22224.29
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NM",9500
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NV",8300
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","NY",183064.29
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","OH",95473.32
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","OK",23300
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","PA",116974
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","RI",1000
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","SC",5000
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","SD",14500
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","TN",74150
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","TX",210942.86
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","UT",20220
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","VA",606021.59
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","WA",6050
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","WI",11650
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","WV",19990
"COATS, DANIEL R","Republican",2010,"REPUBLICAN","WY",19500
"COBURN, TOM","Republican",2010,"REPUBLICAN","",180655.38
"COBURN, TOM","Republican",2010,"REPUBLICAN","AK",5000
"COBURN, TOM","Republican",2010,"REPUBLICAN","AL",14400
"COBURN, TOM","Republican",2010,"REPUBLICAN","AR",21650
"COBURN, TOM","Republican",2010,"REPUBLICAN","AZ",26800
"COBURN, TOM","Republican",2010,"REPUBLICAN","CA",123265.8
"COBURN, TOM","Republican",2010,"REPUBLICAN","CO",11200
"COBURN, TOM","Republican",2010,"REPUBLICAN","CT",114900
"COBURN, TOM","Republican",2010,"REPUBLICAN","DC",431713.7
"COBURN, TOM","Republican",2010,"REPUBLICAN","DE",6000
"COBURN, TOM","Republican",2010,"REPUBLICAN","FL",37100
"COBURN, TOM","Republican",2010,"REPUBLICAN","GA",43555
"COBURN, TOM","Republican",2010,"REPUBLICAN","IA",6750
"COBURN, TOM","Republican",2010,"REPUBLICAN","IL",195509.86
"COBURN, TOM","Republican",2010,"REPUBLICAN","IN",26400
"COBURN, TOM","Republican",2010,"REPUBLICAN","KS",20450
"COBURN, TOM","Republican",2010,"REPUBLICAN","KY",9800
"COBURN, TOM","Republican",2010,"REPUBLICAN","LA",8250
"COBURN, TOM","Republican",2010,"REPUBLICAN","MA",18500
"COBURN, TOM","Republican",2010,"REPUBLICAN","MD",49899
"COBURN, TOM","Republican",2010,"REPUBLICAN","MI",21100
"COBURN, TOM","Republican",2010,"REPUBLICAN","MN",19500
"COBURN, TOM","Republican",2010,"REPUBLICAN","MO",19550
"COBURN, TOM","Republican",2010,"REPUBLICAN","MS",6100
"COBURN, TOM","Republican",2010,"REPUBLICAN","NC",43875
"COBURN, TOM","Republican",2010,"REPUBLICAN","NE",1250
"COBURN, TOM","Republican",2010,"REPUBLICAN","NH",6300
"COBURN, TOM","Republican",2010,"REPUBLICAN","NJ",22500
"COBURN, TOM","Republican",2010,"REPUBLICAN","NM",200
"COBURN, TOM","Republican",2010,"REPUBLICAN","NV",11350
"COBURN, TOM","Republican",2010,"REPUBLICAN","NY",184993
"COBURN, TOM","Republican",2010,"REPUBLICAN","OH",24050
"COBURN, TOM","Republican",2010,"REPUBLICAN","OK",916644.8
"COBURN, TOM","Republican",2010,"REPUBLICAN","OR",2250
"COBURN, TOM","Republican",2010,"REPUBLICAN","PA",40700
"COBURN, TOM","Republican",2010,"REPUBLICAN","SC",13500
"COBURN, TOM","Republican",2010,"REPUBLICAN","SD",9500
"COBURN, TOM","Republican",2010,"REPUBLICAN","TN",23250
"COBURN, TOM","Republican",2010,"REPUBLICAN","TX",190893
"COBURN, TOM","Republican",2010,"REPUBLICAN","US",28789
"COBURN, TOM","Republican",2010,"REPUBLICAN","UT",11750
"COBURN, TOM","Republican",2010,"REPUBLICAN","VA",418573.37
"COBURN, TOM","Republican",2010,"REPUBLICAN","VT",250
"COBURN, TOM","Republican",2010,"REPUBLICAN","WA",12550
"COBURN, TOM","Republican",2010,"REPUBLICAN","WI",3500
"COBURN, TOM","Republican",2010,"REPUBLICAN","WY",7400
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","",151155.98
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","AK",20200
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","AL",160304
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","AR",45200
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","AZ",24500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","CA",225400
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","CO",56750
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","CT",17100
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","DC",1198359
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","DE",5000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","FL",89300
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","GA",122750
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","IA",19500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","ID",9000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","IL",198390
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","IN",40500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","KS",22000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","KY",9200
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","LA",118050
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MA",48750
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MD",67175
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","ME",1750
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MI",74900
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MN",76700
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MO",55575
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MS",2363604.04
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","MT",1500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NC",39050
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","ND",10000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NE",9000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NH",2500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NJ",85520
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NM",500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NV",37500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","NY",128400
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","OH",78799
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","OK",54100
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","OR",5000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","PA",96649
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","RI",5000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","SC",18688
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","SD",15500
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","TN",73611
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","TX",181600
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","UT",24325
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","VA",859268
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","VT",2000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","WA",31700
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","WI",14000
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","WV",20785
"COCHRAN, THAD","Republican",2014,"REPUBLICAN","WY",13000
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","",33990.86
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","AZ",5000
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","CA",250
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","TN",500
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","TX",2650
"CODAY, ARTHUR (ART)","Republican",2012,"REPUBLICAN","WA",120586.53
"COHEN, NEIL H","Republican",2010,"REPUBLICAN","",4475
"COHEN, NEIL H","Republican",2010,"REPUBLICAN","CA",500
"COHEN, NEIL H","Republican",2010,"REPUBLICAN","DC",750
"COHEN, NEIL H","Republican",2010,"REPUBLICAN","MD",8356.07
"COHEN, NEIL H","Republican",2010,"REPUBLICAN","VA",250
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","",32166.25
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","AL",250
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","AR",166528.2
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","CA",2400
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","IN",5200
"COLEMAN, CURTIS W","Republican",2010,"REPUBLICAN","TX",9450
"COLEMAN, CURTIS W","Republican",2016,"REPUBLICAN","AR",51778.41
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","",86365
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","AK",15100
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","AL",14000
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","AR",12850
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","AZ",15650
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","CA",367100
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","CO",25250
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","CT",85975
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","DC",1454345
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","DE",4000
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","FL",159800
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","GA",79339
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","HI",1000
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","IA",20850
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","ID",2500
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","IL",179350
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","IN",23650
"COLLINS, SUSAN M","Republican",2014,"REPUBLICAN","KS",13750
