"Candidate","General_Party","Election_Year","Specific_Party","State","Amount"
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","PA",3100
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","SD",150
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","TN",1000
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","TX",13850
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","VA",6950
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","WA",250
"MCLEAY, BARTHOLOMEW (BART)","Republican",2014,"REPUBLICAN","WY",5200
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","",1445
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AA",10
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AE",100
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AK",125
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AL",505
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AR",170
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","AZ",1475
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","CA",7852.99
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","CO",1090
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","CT",50147098.7
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","DC",310
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","DE",230
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","FL",4734
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","GA",1990
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","HI",165
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","IA",85
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","ID",385
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","IL",1830
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","IN",920
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","KS",640
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","KY",265
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","LA",910
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MA",1659
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MD",1199
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","ME",10
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MI",895
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MN",400
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MO",1630
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MS",385
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","MT",125
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NC",1135
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","ND",75
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NE",865
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NH",405
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NJ",2005
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NM",240
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NV",250
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","NY",5611
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","OH",1685
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","OK",880
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","OR",409
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","PA",1341
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","RI",255
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","SC",495
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","TN",905
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","TX",9566
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","UT",180.11
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","VA",3180
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","VT",29.99
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","WA",1310
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","WI",756
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","WV",25
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","WY",200
"MCMAHON, LINDA E","Republican",2010,"REPUBLICAN","ZZ",150
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","",257931
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","AL",3255
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","AR",400
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","AZ",2250
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","CA",13705
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","CO",900
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","CT",79529464.41
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","DC",2750
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","FL",50050
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","GA",4000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","HI",250
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","IA",750
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","IL",6500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","IN",500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","KS",1000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","LA",3000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","MA",3528
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","MD",3000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","ME",1000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","MI",3550
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","MN",1610
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","MO",10250
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","NC",1500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","NE",2500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","NH",1000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","NJ",33032
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","NY",74661
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","OH",5800
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","OK",9250
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","PA",15550
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","RI",750
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","SC",250
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","TN",12500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","TX",40810
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","VA",4850
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","VT",1000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","WA",5500
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","WI",2000
"MCMAHON, LINDA E","Republican",2012,"REPUBLICAN","WY",12000
"MCMORRIS, BRANNON LEE","Third-Party",2014,"LIBERTARIAN","",25
"MCMORRIS, BRANNON LEE","Third-Party",2014,"LIBERTARIAN","LA",1515
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","",1095760.4
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","AA",500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","AK",1500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","AL",38350
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","AR",22790
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","AZ",3200
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","CA",273682.9
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","CO",13400
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","CT",40250
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","DC",936563.73
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","DE",4500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","FL",4361584.56
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","GA",116790
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","HI",4800
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","IA",9750
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","IL",170657.7
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","IN",6500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","KS",33807.14
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","KY",28150
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","LA",23475
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MA",65506.68
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MD",283040.4
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","ME",12500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MI",22035.66
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MN",12475
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MO",57867.86
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","MS",16980
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NC",31437.54
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NE",500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NJ",130032.06
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NM",6100.7
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NV",18550
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","NY",476892
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","OH",63000
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","OK",3100
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","OR",4150
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","PA",93164.9
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","PR",500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","RI",16500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","SC",37415
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","SD",4650
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","TN",43600
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","TX",202988.47
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","UT",10600
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","VA",286677.1
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","VI",1000
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","VT",11250
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","WA",7135
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","WI",6500
"MEEK, KENDRICK","Democratic",2010,"DEMOCRATIC","WV",2000
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","",18629.7
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","CA",2700
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","FL",4650
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","IL",1636214.8
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","IN",500
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","MA",250
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","MN",3900
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","MO",200
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","NM",1000
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","NY",250
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","OH",200
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","VA",750
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","WA",250
"MEISTER, JACOB J","Democratic",2010,"DEMOCRATIC","WI",10210.2
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","",307191.13
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","AL",20250
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","AR",24400
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","AZ",12600
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","BC",500
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","CA",145081
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","CO",15800
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","CT",13925
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","DC",672426.38
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","DE",21275
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","FL",47575
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","GA",21450
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","HI",10250
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","IA",7000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","ID",2250
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","IL",33475
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","IN",8500
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","KS",1000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","KY",12000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","LA",1607360.37
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MA",9553
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MD",65914
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","ME",500
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MI",20500
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MN",14350
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MO",23800
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","MS",19858
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NC",31150
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","ND",10050
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NE",10295
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NH",535
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NJ",35980
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NM",9500
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NV",4870
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","NY",78400
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","OH",18800
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","OK",3630
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","OR",4800
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","PA",22300
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","RI",10000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","SC",5750
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","SD",5000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","TN",15115
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","TX",155700
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","UT",1000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","VA",168350
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","VT",10000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","WA",9750
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","WI",4550
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","WY",1000
"MELANCON, CHARLIE","Democratic",2010,"DEMOCRATIC","ZZ",840
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","",38678.28
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","AZ",793034.02
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","CA",348.18
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","CO",25
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","FL",6475
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","GA",1250
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","HI",1000
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","IA",500
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","IL",5600
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","IN",2500
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","KS",250
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","MN",500
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","MO",250
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","NJ",1191.92
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","NV",1000
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","NY",1250
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","PA",3000
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","TX",1500
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","VA",500
"MELUSKEY, ALEXANDER","Republican",2016,"REPUBLICAN","VI",10800
"MEMOLY, MARK S","Republican",2012,"REPUBLICAN","MO",2280
"MEMOLY, MARK S","Third-Party",2010,"WRITEIN","MO",400
"MENCONI, ARN","Third-Party",2016,"GREEN","",1751.54
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","",359719
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","AK",50
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","AL",7000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","AR",16500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","AZ",67650
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","CA",873589
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","CO",88375
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","CT",166050
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","DC",1955899.37
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","DE",55000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","FL",1063556
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","GA",126600
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","HI",11000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","IA",11500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","ID",2000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","IL",438581
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","IN",44250
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","KS",12000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","KY",35500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","LA",41350
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MA",285850
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MD",336320.5
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","ME",2000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MI",69500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MN",55350
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MO",59180
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MS",1000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","MT",25550
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NC",63800
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","ND",1500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NE",18650
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NH",21500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NJ",6523409.84
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NM",19000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NV",99750
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","NY",2020598
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","OH",76100
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","OK",14300
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","OR",13050
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","PA",456263
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","PR",315350
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","RI",28800
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","SC",21000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","SD",10800
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","TN",57280
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","TX",819885
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","UT",10000
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","VA",562633
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","VI",4500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","VT",13500
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","WA",36720
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","WI",28750
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","WV",250
"MENENDEZ, ROBERT","Democratic",2012,"DEMOCRATIC","ZZ",4500
"MERCED, ALEX","Third-Party",2016,"LIBERTARIAN","",4344.07
"MERCED, ALEX","Third-Party",2016,"LIBERTARIAN","CT",470.96
"MERCED, ALEX","Third-Party",2016,"LIBERTARIAN","MO",2000
"MERCED, ALEX","Third-Party",2016,"LIBERTARIAN","NY",1088.36
"MERCER, JAMES (SKIP)","Third-Party",2010,"NO PARTY AFFILIATION","",1325
"MERCER, JAMES (SKIP)","Third-Party",2010,"NO PARTY AFFILIATION","WA",3039.33
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","",3656803.12
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AA",500
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AE",167.62
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AK",2555
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AL",2466
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AR",16250
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","AZ",15290
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","CA",678756.84
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","CO",55650.18
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","CT",37212.72
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","DC",1219379.04
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","DE",1520
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","FL",105372.5
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","GA",40326
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","HI",8605
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","IA",10920
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","ID",11035
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","IL",100229.34
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","IN",12925
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","KS",8303
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","KY",1608
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","LA",8525.41
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MA",207226.17
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MD",99599.24
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","ME",583
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MI",36540.19
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MN",47806
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MO",11346
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MS",5055
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","MT",20240
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NC",18816
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","ND",3125
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NE",1533.25
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NH",13350
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NJ",49155.06
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NM",27226
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NV",9510
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","NY",284271.46
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","OH",20826
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","OK",4898.07
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","OR",2248971.88
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","PA",58074
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","RI",13758
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","SC",1758
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","SD",3295
"MERKLEY, JEFFREY ALAN (JEFF)","Democratic",2014,"DEMOCRATIC","TN",13073.06
